PMID,Title,Year,Journal,URL,DOI
"34607811","Prediction of incident atrial fibrillation in community-based electronic health records: a systematic review with meta-analysis.","2022","Heart (British Cardiac Society)","https://pubmed.ncbi.nlm.nih.gov/34607811/","https://doi.org/10.1136/heartjnl-2021-320036"
"35893436","Prediction of Influenza Complications: Development and Validation of a Machine Learning Prediction Model to Improve and Expand the Identification of Vaccine-Hesitant Patients at Risk of Severe Influenza Complications.","2022","Journal of clinical medicine","https://pubmed.ncbi.nlm.nih.gov/35893436/","https://doi.org/10.3390/jcm11154342"
"35914194","Predicting Race And Ethnicity To Ensure Equitable Algorithms For Health Care Decision Making.","2022","Health affairs (Project Hope)","https://pubmed.ncbi.nlm.nih.gov/35914194/","https://doi.org/10.1377/hlthaff.2022.00095"
"35363146","Predicting Falls in Long-term Care Facilities: Machine Learning Study.","2022","JMIR aging","https://pubmed.ncbi.nlm.nih.gov/35363146/","https://doi.org/10.2196/35373"
"35595986","Paying for artificial intelligence in medicine.","2022","NPJ digital medicine","https://pubmed.ncbi.nlm.nih.gov/35595986/","https://doi.org/10.1038/s41746-022-00609-6"
"34994667","On estimating a constrained bivariate random effects model for meta-analysis of test accuracy studies.","2022","Statistical methods in medical research","https://pubmed.ncbi.nlm.nih.gov/34994667/","https://doi.org/10.1177/09622802211065157"
"35049447","On Algorithmic Fairness in Medical Practice.","2022","Cambridge quarterly of healthcare ethics : CQ : the international journal of healthcare ethics committees","https://pubmed.ncbi.nlm.nih.gov/35049447/","https://doi.org/10.1017/S0963180121000839"
"35689135","Neurocritical Care Performance Measures Derived from Electronic Health Record Data are Feasible and Reveal Site-Specific Variation: A CHoRUS Pilot Project.","2022","Neurocritical care","https://pubmed.ncbi.nlm.nih.gov/35689135/","https://doi.org/10.1007/s12028-022-01497-0"
"35044842","Negative Patient Descriptors: Documenting Racial Bias In The Electronic Health Record.","2022","Health affairs (Project Hope)","https://pubmed.ncbi.nlm.nih.gov/35044842/","https://doi.org/10.1377/hlthaff.2021.01423"
"36414774","Mitigating the impact of biased artificial intelligence in emergency decision-making.","2022","Communications medicine","https://pubmed.ncbi.nlm.nih.gov/36414774/","https://doi.org/10.1038/s43856-022-00214-4"
"36204532","Mitigating Bias in Radiology Machine Learning: 2. Model Development.","2022","Radiology. Artificial intelligence","https://pubmed.ncbi.nlm.nih.gov/36204532/","https://doi.org/10.1148/ryai.220010"
"35312210","Mind the gap: Performance metric evaluation in brain-age prediction.","2022","Human brain mapping","https://pubmed.ncbi.nlm.nih.gov/35312210/","https://doi.org/10.1002/hbm.25837"
"35681603","Machine Learning Tools for Image-Based Glioma Grading and the Quality of Their Reporting: Challenges and Opportunities.","2022","Cancers","https://pubmed.ncbi.nlm.nih.gov/35681603/","https://doi.org/10.3390/cancers14112623"
"36704465","MITEA: A dataset for machine learning segmentation of the left ventricle in 3D echocardiography using subject-specific labels from cardiac magnetic resonance imaging.","2022","Frontiers in cardiovascular medicine","https://pubmed.ncbi.nlm.nih.gov/36704465/","https://doi.org/10.3389/fcvm.2022.1016703"
"34424534","Longitudinal Data Discontinuity in Electronic Health Records and Consequences for Medication Effectiveness Studies.","2022","Clinical pharmacology and therapeutics","https://pubmed.ncbi.nlm.nih.gov/34424534/","https://doi.org/10.1002/cpt.2400"
"36476422","Levels of Autonomous Radiology.","2022","Interactive journal of medical research","https://pubmed.ncbi.nlm.nih.gov/36476422/","https://doi.org/10.2196/38655"
"35404812","Learning From Synthetic CT Images via Test-Time Training for Liver Tumor Segmentation.","2022","IEEE transactions on medical imaging","https://pubmed.ncbi.nlm.nih.gov/35404812/","https://doi.org/10.1109/TMI.2022.3166230"
"35372779","Key considerations for the use of artificial intelligence in healthcare and clinical research.","2022","Future healthcare journal","https://pubmed.ncbi.nlm.nih.gov/35372779/","https://doi.org/10.7861/fhj.2021-0128"
"35714093","Joint Optimization of k-t Sampling Pattern and Reconstruction of DCE MRI for Pharmacokinetic Parameter Estimation.","2022","IEEE transactions on medical imaging","https://pubmed.ncbi.nlm.nih.gov/35714093/","https://doi.org/10.1109/TMI.2022.3184261"
"35016819","Investigation of biases in convolutional neural networks for semantic segmentation using performance sensitivity analysis.","2022","Zeitschrift fur medizinische Physik","https://pubmed.ncbi.nlm.nih.gov/35016819/","https://doi.org/10.1016/j.zemedi.2021.11.004"
"35470133","Investigating for bias in healthcare algorithms: a sex-stratified analysis of supervised machine learning models in liver disease prediction.","2022","BMJ health & care informatics","https://pubmed.ncbi.nlm.nih.gov/35470133/","https://doi.org/10.1136/bmjhci-2021-100457"
"35932546","Interpretability-Guided Inductive Bias For Deep Learning Based Medical Image.","2022","Medical image analysis","https://pubmed.ncbi.nlm.nih.gov/35932546/","https://doi.org/10.1016/j.media.2022.102551"
"35504931","Interpretability and fairness evaluation of deep learning models on MIMIC-IV dataset.","2022","Scientific reports","https://pubmed.ncbi.nlm.nih.gov/35504931/","https://doi.org/10.1038/s41598-022-11012-2"
"35214310","Intelligent Clinical Decision Support.","2022","Sensors (Basel, Switzerland)","https://pubmed.ncbi.nlm.nih.gov/35214310/","https://doi.org/10.3390/s22041408"
"35493616","Integrated Evolutionary Learning: An Artificial Intelligence Approach to Joint Learning of Features and Hyperparameters for Optimized, Explainable Machine Learning.","2022","Frontiers in artificial intelligence","https://pubmed.ncbi.nlm.nih.gov/35493616/","https://doi.org/10.3389/frai.2022.832530"
"36463863","Inclusive Digital Health.","2022","Yearbook of medical informatics","https://pubmed.ncbi.nlm.nih.gov/36463863/","https://doi.org/10.1055/s-0042-1742540"
"36378761","Improving Fairness in the Prediction of Heart Failure Length of Stay and Mortality by Integrating Social Determinants of Health.","2022","Circulation. Heart failure","https://pubmed.ncbi.nlm.nih.gov/36378761/","https://doi.org/10.1161/CIRCHEARTFAILURE.122.009473"
"35174084","Imaging Biomarkers of Glioblastoma Treatment Response: A Systematic Review and Meta-Analysis of Recent Machine Learning Studies.","2022","Frontiers in oncology","https://pubmed.ncbi.nlm.nih.gov/35174084/","https://doi.org/10.3389/fonc.2022.799662"
"34918101","Gender-sensitive word embeddings for healthcare.","2022","Journal of the American Medical Informatics Association : JAMIA","https://pubmed.ncbi.nlm.nih.gov/34918101/","https://doi.org/10.1093/jamia/ocab279"
"35124583","Gastrointestinal stromal tumors diagnosis on multi-center endoscopic ultrasound images using multi-scale image normalization and transfer learning.","2022","Technology and health care : official journal of the European Society for Engineering and Medicine","https://pubmed.ncbi.nlm.nih.gov/35124583/","https://doi.org/10.3233/THC-228005"
"36111262","Foundations for fairness in digital health apps.","2022","Frontiers in digital health","https://pubmed.ncbi.nlm.nih.gov/36111262/","https://doi.org/10.3389/fdgth.2022.943514"
"35425668","Folk Classification and Factor Rotations: Whales, Sharks, and the Problems With the Hierarchical Taxonomy of Psychopathology (HiTOP).","2022","Clinical psychological science : a journal of the Association for Psychological Science","https://pubmed.ncbi.nlm.nih.gov/35425668/","https://doi.org/10.1177/21677026211002500"
"36714611","Fairness in the prediction of acute postoperative pain using machine learning models.","2022","Frontiers in digital health","https://pubmed.ncbi.nlm.nih.gov/36714611/","https://doi.org/10.3389/fdgth.2022.970281"
"35699997","Fairness in Mobile Phone-Based Mental Health Assessment Algorithms: Exploratory Study.","2022","JMIR formative research","https://pubmed.ncbi.nlm.nih.gov/35699997/","https://doi.org/10.2196/34366"
"34969610","FDA-regulated AI Algorithms: Trends, Strengths, and Gaps of Validation Studies.","2022","Academic radiology","https://pubmed.ncbi.nlm.nih.gov/34969610/","https://doi.org/10.1016/j.acra.2021.09.002"
"35390650","Explainable artificial intelligence in skin cancer recognition: A systematic review.","2022","European journal of cancer (Oxford, England : 1990)","https://pubmed.ncbi.nlm.nih.gov/35390650/","https://doi.org/10.1016/j.ejca.2022.02.025"
"35639450","Evaluation and Mitigation of Racial Bias in Clinical Machine Learning Models: Scoping Review.","2022","JMIR medical informatics","https://pubmed.ncbi.nlm.nih.gov/35639450/","https://doi.org/10.2196/36388"
"36301408","Equity in AgeTech for Ageing Well in Technology-Driven Places: The Role of Social Determinants in Designing AI-based Assistive Technologies.","2022","Science and engineering ethics","https://pubmed.ncbi.nlm.nih.gov/36301408/","https://doi.org/10.1007/s11948-022-00397-y"
"35123347","EVA: Fully automatic hemodynamics assessment system for the bulbar conjunctival microvascular network.","2022","Computer methods and programs in biomedicine","https://pubmed.ncbi.nlm.nih.gov/35123347/","https://doi.org/10.1016/j.cmpb.2022.106631"
"33444149","Dynamically Weighted Balanced Loss: Class Imbalanced Learning and Confidence Calibration of Deep Neural Networks.","2022","IEEE transactions on neural networks and learning systems","https://pubmed.ncbi.nlm.nih.gov/33444149/","https://doi.org/10.1109/TNNLS.2020.3047335"
"35716176","Direct inference of Patlak parametric images in whole-body PET/CT imaging using convolutional neural networks.","2022","European journal of nuclear medicine and molecular imaging","https://pubmed.ncbi.nlm.nih.gov/35716176/","https://doi.org/10.1007/s00259-022-05867-w"
"35204400","Diagnostic Value of Artificial Intelligence-Assisted Endoscopic Ultrasound for Pancreatic Cancer: A Systematic Review and Meta-Analysis.","2022","Diagnostics (Basel, Switzerland)","https://pubmed.ncbi.nlm.nih.gov/35204400/","https://doi.org/10.3390/diagnostics12020309"
"33485774","Diagnostic Imaging and Mechanical Objectivity in Medicine.","2022","Academic radiology","https://pubmed.ncbi.nlm.nih.gov/33485774/","https://doi.org/10.1016/j.acra.2020.12.017"
"35623797","Development and multimodal validation of a substance misuse algorithm for referral to treatment using artificial intelligence (SMART-AI): a retrospective deep learning study.","2022","The Lancet. Digital health","https://pubmed.ncbi.nlm.nih.gov/35623797/","https://doi.org/10.1016/S2589-7500(22)00041-3"
"34778929","Deep learning-based denoising of low-dose SPECT myocardial perfusion images: quantitative assessment and clinical performance.","2022","European journal of nuclear medicine and molecular imaging","https://pubmed.ncbi.nlm.nih.gov/34778929/","https://doi.org/10.1007/s00259-021-05614-7"
"35595829","Deep learning network for integrated coil inhomogeneity correction and brain extraction of mixed MRI data.","2022","Scientific reports","https://pubmed.ncbi.nlm.nih.gov/35595829/","https://doi.org/10.1038/s41598-022-12587-6"
"35169217","Deep learning in image-based breast and cervical cancer detection: a systematic review and meta-analysis.","2022","NPJ digital medicine","https://pubmed.ncbi.nlm.nih.gov/35169217/","https://doi.org/10.1038/s41746-022-00559-z"
"36861064","Deep learning applications in coronary anatomy imaging: a systematic review and meta-analysis.","2022","Journal of medical artificial intelligence","https://pubmed.ncbi.nlm.nih.gov/36861064/","https://doi.org/10.21037/jmai-22-36"
"34928789","Deep Learning Based Joint PET Image Reconstruction and Motion Estimation.","2022","IEEE transactions on medical imaging","https://pubmed.ncbi.nlm.nih.gov/34928789/","https://doi.org/10.1109/TMI.2021.3136553"
"34246512","Cost-effectiveness evaluation of mammography screening program in Taiwan: Adjusting different distributions of age and calendar year for real world data.","2022","Journal of the Formosan Medical Association = Taiwan yi zhi","https://pubmed.ncbi.nlm.nih.gov/34246512/","https://doi.org/10.1016/j.jfma.2021.06.013"
"34460977","Contextual bias, the democratization of healthcare, and medical artificial intelligence in low- and middle-income countries.","2022","Bioethics","https://pubmed.ncbi.nlm.nih.gov/34460977/","https://doi.org/10.1111/bioe.12927"
"36339512","Considerations in the reliability and fairness audits of predictive models for advance care planning.","2022","Frontiers in digital health","https://pubmed.ncbi.nlm.nih.gov/36339512/","https://doi.org/10.3389/fdgth.2022.943768"
"36550271","Confounders mediate AI prediction of demographics in medical imaging.","2022","NPJ digital medicine","https://pubmed.ncbi.nlm.nih.gov/36550271/","https://doi.org/10.1038/s41746-022-00720-8"
"35012941","Conceptualising fairness: three pillars for medical algorithms and health equity.","2022","BMJ health & care informatics","https://pubmed.ncbi.nlm.nih.gov/35012941/","https://doi.org/10.1136/bmjhci-2021-100459"
"35347462","Comparative performance of fully-automated and semi-automated artificial intelligence methods for the detection of clinically significant prostate cancer on MRI: a systematic review.","2022","Insights into imaging","https://pubmed.ncbi.nlm.nih.gov/35347462/","https://doi.org/10.1186/s13244-022-01199-3"
"36294928","Comparative Performance of Deep Learning and Radiologists for the Diagnosis and Localization of Clinically Significant Prostate Cancer at MRI: A Systematic Review.","2022","Life (Basel, Switzerland)","https://pubmed.ncbi.nlm.nih.gov/36294928/","https://doi.org/10.3390/life12101490"
"35489789","Closing the Gaps in Racial Disparities in Critical Limb Ischemia Outcome and Amputation Rates: Proceedings from a Society of Interventional Radiology Foundation Research Consensus Panel.","2022","Journal of vascular and interventional radiology : JVIR","https://pubmed.ncbi.nlm.nih.gov/35489789/","https://doi.org/10.1016/j.jvir.2022.02.010"
"36263203","Classifying primary central nervous system lymphoma from glioblastoma using deep learning and radiomics based machine learning approach - a systematic review and meta-analysis.","2022","Frontiers in oncology","https://pubmed.ncbi.nlm.nih.gov/36263203/","https://doi.org/10.3389/fonc.2022.884173"
"35615042","Classifying Characteristics of Opioid Use Disorder From Hospital Discharge Summaries Using Natural Language Processing.","2022","Frontiers in public health","https://pubmed.ncbi.nlm.nih.gov/35615042/","https://doi.org/10.3389/fpubh.2022.850619"
"36211555","Cardiac aging synthesis from cross-sectional data with conditional generative adversarial networks.","2022","Frontiers in cardiovascular medicine","https://pubmed.ncbi.nlm.nih.gov/36211555/","https://doi.org/10.3389/fcvm.2022.983091"
"35958671","Bias or biology? Importance of model interpretation in machine learning studies from electronic health records.","2022","JAMIA open","https://pubmed.ncbi.nlm.nih.gov/35958671/","https://doi.org/10.1093/jamiaopen/ooac063"
"35562851","Best Practices on Big Data Analytics to Address Sex-Specific Biases in Our Understanding of the Etiology, Diagnosis, and Prognosis of Diseases.","2022","Annual review of biomedical data science","https://pubmed.ncbi.nlm.nih.gov/35562851/","https://doi.org/10.1146/annurev-biodatasci-122120-025806"
"36543901","Automatic segmentation of prostate zonal anatomy on MRI: a systematic review of the literature.","2022","Insights into imaging","https://pubmed.ncbi.nlm.nih.gov/36543901/","https://doi.org/10.1186/s13244-022-01340-2"
"34919204","Automated COVID-19 diagnosis and prognosis with medical imaging and who is publishing: a systematic review.","2022","Physical and engineering sciences in medicine","https://pubmed.ncbi.nlm.nih.gov/34919204/","https://doi.org/10.1007/s13246-021-01093-0"
"35429129","Australian perspectives on artificial intelligence in medical imaging.","2022","Journal of medical radiation sciences","https://pubmed.ncbi.nlm.nih.gov/35429129/","https://doi.org/10.1002/jmrs.581"
"36497355","Attention Cost-Sensitive Deep Learning-Based Approach for Skin Cancer Detection and Classification.","2022","Cancers","https://pubmed.ncbi.nlm.nih.gov/36497355/","https://doi.org/10.3390/cancers14235872"
"35396996","Assessing socioeconomic bias in machine learning algorithms in health care: a case study of the HOUSES index.","2022","Journal of the American Medical Informatics Association : JAMIA","https://pubmed.ncbi.nlm.nih.gov/35396996/","https://doi.org/10.1093/jamia/ocac052"
"35576849","Artificial intelligence-powered programmed death ligand 1 analyser reduces interobserver variation in tumour proportion score for non-small cell lung cancer with better prediction of immunotherapy response.","2022","European journal of cancer (Oxford, England : 1990)","https://pubmed.ncbi.nlm.nih.gov/35576849/","https://doi.org/10.1016/j.ejca.2022.04.011"
"34545735","Artificial intelligence-enhanced intraoperative neurosurgical workflow: current knowledge and future perspectives.","2022","Journal of neurosurgical sciences","https://pubmed.ncbi.nlm.nih.gov/34545735/","https://doi.org/10.23736/S0390-5616.21.05483-7"
"35274903","Artificial intelligence to predict oncological outcome directly from hematoxylin and eosin-stained slides in urology.","2022","Minerva urology and nephrology","https://pubmed.ncbi.nlm.nih.gov/35274903/","https://doi.org/10.23736/S2724-6051.22.04758-9"
"36147628","Artificial intelligence performance in image-based ovarian cancer identification: A systematic review and meta-analysis.","2022","EClinicalMedicine","https://pubmed.ncbi.nlm.nih.gov/36147628/","https://doi.org/10.1016/j.eclinm.2022.101662"
"36061984","Artificial intelligence in healthcare: Proposals for policy development in South Africa.","2022","South African journal of bioethics and law","https://pubmed.ncbi.nlm.nih.gov/36061984/","https://doi.org/10.7196/sajbl.2022.v15i1.797"
"35688612","Artificial intelligence in gastroenterology and hepatology: how to advance clinical practice while ensuring health equity.","2022","Gut","https://pubmed.ncbi.nlm.nih.gov/35688612/","https://doi.org/10.1136/gutjnl-2021-326271"
"36536317","Artificial intelligence for the prediction of acute kidney injury during the perioperative period: systematic review and Meta-analysis of diagnostic test accuracy.","2022","BMC nephrology","https://pubmed.ncbi.nlm.nih.gov/36536317/","https://doi.org/10.1186/s12882-022-03025-w"
"35609495","Artificial intelligence for prediction of treatment outcomes in breast cancer: Systematic review of design, reporting standards, and bias.","2022","Cancer treatment reviews","https://pubmed.ncbi.nlm.nih.gov/35609495/","https://doi.org/10.1016/j.ctrv.2022.102410"
"35515814","Artificial intelligence for older people receiving long-term care: a systematic review of acceptability and effectiveness studies.","2022","The lancet. Healthy longevity","https://pubmed.ncbi.nlm.nih.gov/35515814/","https://doi.org/10.1016/S2666-7568(22)00034-4"
"36450391","Artificial intelligence and health inequities in primary care: a systematic scoping review and framework.","2022","Family medicine and community health","https://pubmed.ncbi.nlm.nih.gov/36450391/","https://doi.org/10.1136/fmch-2022-001670"
"35849321","Artificial Intelligence in Rheumatoid Arthritis: Current Status and Future Perspectives: A State-of-the-Art Review.","2022","Rheumatology and therapy","https://pubmed.ncbi.nlm.nih.gov/35849321/","https://doi.org/10.1007/s40744-022-00475-4"
"32654043","Artificial Intelligence and Medical Humanities.","2022","The Journal of medical humanities","https://pubmed.ncbi.nlm.nih.gov/32654043/","https://doi.org/10.1007/s10912-020-09636-4"
"35652218","Artificial Intelligence and Machine Learning Technologies in Cancer Care: Addressing Disparities, Bias, and Data Diversity.","2022","Cancer discovery","https://pubmed.ncbi.nlm.nih.gov/35652218/","https://doi.org/10.1158/2159-8290.CD-22-0373"
"36426683","Applied artificial intelligence in healthcare: Listening to the winds of change in a post-COVID-19 world.","2022","Experimental biology and medicine (Maywood, N.J.)","https://pubmed.ncbi.nlm.nih.gov/36426683/","https://doi.org/10.1177/15353702221140406"
"35313511","Application Effect Analysis of Operating Room Detailed Nursing Based on Medical Big Data in Patients Undergoing Gastrointestinal Tumor Surgery.","2022","Journal of healthcare engineering","https://pubmed.ncbi.nlm.nih.gov/35313511/","https://doi.org/10.1155/2022/8575305"
"35986808","An updated systematic review of radiomics in osteosarcoma: utilizing CLAIM to adapt the increasing trend of deep learning application in radiomics.","2022","Insights into imaging","https://pubmed.ncbi.nlm.nih.gov/35986808/","https://doi.org/10.1186/s13244-022-01277-6"
"36517841","An artificial intelligence-enabled ECG algorithm for identifying ventricular premature contraction during sinus rhythm.","2022","European journal of medical research","https://pubmed.ncbi.nlm.nih.gov/36517841/","https://doi.org/10.1186/s40001-022-00929-z"
"35228172","An artificial intelligence framework and its bias for brain tumor segmentation: A narrative review.","2022","Computers in biology and medicine","https://pubmed.ncbi.nlm.nih.gov/35228172/","https://doi.org/10.1016/j.compbiomed.2022.105273"
"35878784","An algorithm to predict data completeness in oncology electronic medical records for comparative effectiveness research.","2022","Annals of epidemiology","https://pubmed.ncbi.nlm.nih.gov/35878784/","https://doi.org/10.1016/j.annepidem.2022.07.007"
"36396503","Algorithmic bias in health care: Opportunities for nurses to improve equality in the age of artificial intelligence.","2022","Nursing outlook","https://pubmed.ncbi.nlm.nih.gov/36396503/","https://doi.org/10.1016/j.outlook.2022.09.003"
"35747275","Algorithmic Discrimination in Health Care: An EU Law Perspective.","2022","Health and human rights","https://pubmed.ncbi.nlm.nih.gov/35747275/",""
"35878534","Age, sex and race bias in automated arrhythmia detectors.","2022","Journal of electrocardiology","https://pubmed.ncbi.nlm.nih.gov/35878534/","https://doi.org/10.1016/j.jelectrocard.2022.07.007"
"36755564","AI revolution in healthcare and medicine and the (re-)emergence of inequalities and disadvantages for ageing population.","2022","Frontiers in sociology","https://pubmed.ncbi.nlm.nih.gov/36755564/","https://doi.org/10.3389/fsoc.2022.1038854"
"35684871","A(3)C-TL-GTO: Alzheimer Automatic Accurate Classification Using Transfer Learning and Artificial Gorilla Troops Optimizer.","2022","Sensors (Basel, Switzerland)","https://pubmed.ncbi.nlm.nih.gov/35684871/","https://doi.org/10.3390/s22114250"
"38665142","A systematic analysis of diagnostic performance for Alzheimer's disease using structural MRI.","2022","Psychoradiology","https://pubmed.ncbi.nlm.nih.gov/38665142/","https://doi.org/10.1093/psyrad/kkac001"
"35974092","A machine learning framework supporting prospective clinical decisions applied to risk prediction in oncology.","2022","NPJ digital medicine","https://pubmed.ncbi.nlm.nih.gov/35974092/","https://doi.org/10.1038/s41746-022-00660-3"
"35579328","A bias evaluation checklist for predictive models and its pilot application for 30-day hospital readmission models.","2022","Journal of the American Medical Informatics Association : JAMIA","https://pubmed.ncbi.nlm.nih.gov/35579328/","https://doi.org/10.1093/jamia/ocac065"
"36452194","A Homogeneous Ensemble of Robust Pre-defined Neural Network Enables Automated Annotation of Human Embryo Morphokinetics.","2022","Journal of reproduction & infertility","https://pubmed.ncbi.nlm.nih.gov/36452194/","https://doi.org/10.18502/jri.v23i4.10809"
"36611358","A Comparison of Techniques for Class Imbalance in Deep Learning Classification of Breast Cancer.","2022","Diagnostics (Basel, Switzerland)","https://pubmed.ncbi.nlm.nih.gov/36611358/","https://doi.org/10.3390/diagnostics13010067"
"36101652","Validity of a Computational Linguistics-Derived Automated Health Literacy Measure Across Race/Ethnicity: Findings from The ECLIPPSE Project.","2021","Journal of health care for the poor and underserved","https://pubmed.ncbi.nlm.nih.gov/36101652/","https://doi.org/10.1353/hpu.2021.0067"
"34616322","Use of Machine Learning and Artificial Intelligence Methods in Geriatric Mental Health Research Involving Electronic Health Record or Administrative Claims Data: A Systematic Review.","2021","Frontiers in psychiatry","https://pubmed.ncbi.nlm.nih.gov/34616322/","https://doi.org/10.3389/fpsyt.2021.738466"
"34185974","Unexpected Inequality: Disparate-Impact From Artificial Intelligence in Healthcare Decisions.","2021","Journal of law and health","https://pubmed.ncbi.nlm.nih.gov/34185974/",""
"32956045","Uncertainty Quantification in Deep MRI Reconstruction.","2021","IEEE transactions on medical imaging","https://pubmed.ncbi.nlm.nih.gov/32956045/","https://doi.org/10.1109/TMI.2020.3025065"
"33713239","Towards a pragmatist dealing with algorithmic bias in medical machine learning.","2021","Medicine, health care, and philosophy","https://pubmed.ncbi.nlm.nih.gov/33713239/","https://doi.org/10.1007/s11019-021-10008-5"
"32833747","Towards Equitable AI Interventions for People Who Use Drugs: Key Areas That Require Ethical Investment.","2021","Journal of addiction medicine","https://pubmed.ncbi.nlm.nih.gov/32833747/","https://doi.org/10.1097/ADM.0000000000000722"
"34151987","The application of artificial intelligence and data integration in COVID-19 studies: a scoping review.","2021","Journal of the American Medical Informatics Association : JAMIA","https://pubmed.ncbi.nlm.nih.gov/34151987/","https://doi.org/10.1093/jamia/ocab098"
"34573790","The Problem of Fairness in Synthetic Healthcare Data.","2021","Entropy (Basel, Switzerland)","https://pubmed.ncbi.nlm.nih.gov/34573790/","https://doi.org/10.3390/e23091165"
"33315263","The Emerging Hazard of AI-Related Health Care Discrimination.","2021","The Hastings Center report","https://pubmed.ncbi.nlm.nih.gov/33315263/","https://doi.org/10.1002/hast.1203"
"32700021","Test-retest repeatability of a deep learning architecture in detecting and segmenting clinically significant prostate cancer on apparent diffusion coefficient (ADC) maps.","2021","European radiology","https://pubmed.ncbi.nlm.nih.gov/32700021/","https://doi.org/10.1007/s00330-020-07065-4"
"33180721","Short-Term Lesion Change Detection for Melanoma Screening With Novel Siamese Neural Network.","2021","IEEE transactions on medical imaging","https://pubmed.ncbi.nlm.nih.gov/33180721/","https://doi.org/10.1109/TMI.2020.3037761"
"34454035","Sex-tailored pharmacology and COVID-19: Next steps towards appropriateness and health equity.","2021","Pharmacological research","https://pubmed.ncbi.nlm.nih.gov/34454035/","https://doi.org/10.1016/j.phrs.2021.105848"
"34147598","Segmentation of whole breast and fibroglandular tissue using nnU-Net in dynamic contrast enhanced MR images.","2021","Magnetic resonance imaging","https://pubmed.ncbi.nlm.nih.gov/34147598/","https://doi.org/10.1016/j.mri.2021.06.017"
"34140791","Risk of Thyroid Cancer Associated with Use of Liraglutide and Other Antidiabetic Drugs in a US Commercially Insured Population.","2021","Diabetes, metabolic syndrome and obesity : targets and therapy","https://pubmed.ncbi.nlm.nih.gov/34140791/","https://doi.org/10.2147/DMSO.S305496"
"33188949","Random survival forests using linked data to measure illness burden among individuals before or after a cancer diagnosis: Development and internal validation of the SEER-CAHPS illness burden index.","2021","International journal of medical informatics","https://pubmed.ncbi.nlm.nih.gov/33188949/","https://doi.org/10.1016/j.ijmedinf.2020.104305"
"34537858","Radiomics, machine learning, and artificial intelligence-what the neuroradiologist needs to know.","2021","Neuroradiology","https://pubmed.ncbi.nlm.nih.gov/34537858/","https://doi.org/10.1007/s00234-021-02813-9"
"33840636","Quality gaps in public pancreas imaging datasets: Implications & challenges for AI applications.","2021","Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.]","https://pubmed.ncbi.nlm.nih.gov/33840636/","https://doi.org/10.1016/j.pan.2021.03.016"
"34244270","Protocol for development of a reporting guideline (TRIPOD-AI) and risk of bias tool (PROBAST-AI) for diagnostic and prognostic prediction model studies based on artificial intelligence.","2021","BMJ open","https://pubmed.ncbi.nlm.nih.gov/34244270/","https://doi.org/10.1136/bmjopen-2020-048008"
"33513353","Promises and pitfalls of deep neural networks in neuroimaging-based psychiatric research.","2021","Experimental neurology","https://pubmed.ncbi.nlm.nih.gov/33513353/","https://doi.org/10.1016/j.expneurol.2021.113608"
"33749612","Predicting Emotional States Using Behavioral Markers Derived From Passively Sensed Data: Data-Driven Machine Learning Approach.","2021","JMIR mHealth and uHealth","https://pubmed.ncbi.nlm.nih.gov/33749612/","https://doi.org/10.2196/24465"
"34211557","Microfragmented Adipose Tissue Injection (MFAT) May Be a Solution to the Rationing of Total Knee Replacement: A Prospective, Gender-Bias Mitigated, Reproducible Analysis at Two Years.","2021","Stem cells international","https://pubmed.ncbi.nlm.nih.gov/34211557/","https://doi.org/10.1155/2021/9921015"
"33681546","Micro-Networks for Robust MR-Guided Low Count PET Imaging.","2021","IEEE transactions on radiation and plasma medical sciences","https://pubmed.ncbi.nlm.nih.gov/33681546/","https://doi.org/10.1109/TRPMS.2020.2986414"
"34001326","Machine learning in oral squamous cell carcinoma: Current status, clinical concerns and prospects for future-A systematic review.","2021","Artificial intelligence in medicine","https://pubmed.ncbi.nlm.nih.gov/34001326/","https://doi.org/10.1016/j.artmed.2021.102060"
"35055316","Low-Parameter Small Convolutional Neural Network Applied to Functional Medical Imaging of Tc-99m Trodat-1 Brain Single-Photon Emission Computed Tomography for Parkinson's Disease.","2021","Journal of personalized medicine","https://pubmed.ncbi.nlm.nih.gov/35055316/","https://doi.org/10.3390/jpm12010001"
"34015416","Let's talk about sex: Differences in drug therapy in males and females.","2021","Advanced drug delivery reviews","https://pubmed.ncbi.nlm.nih.gov/34015416/","https://doi.org/10.1016/j.addr.2021.05.014"
"34499049","Key Technology Considerations in Developing and Deploying Machine Learning Models in Clinical Radiology Practice.","2021","JMIR medical informatics","https://pubmed.ncbi.nlm.nih.gov/34499049/","https://doi.org/10.2196/28776"
"34419100","Interobserver variability between experienced and inexperienced observers in the histopathological analysis of Wilms tumors: a pilot study for future algorithmic approach.","2021","Diagnostic pathology","https://pubmed.ncbi.nlm.nih.gov/34419100/","https://doi.org/10.1186/s13000-021-01136-w"
"33882466","Improved low-dose positron emission tomography image reconstruction using deep learned prior.","2021","Physics in medicine and biology","https://pubmed.ncbi.nlm.nih.gov/33882466/","https://doi.org/10.1088/1361-6560/abfa36"
"34227163","Image- versus histogram-based considerations in semantic segmentation of pulmonary hyperpolarized gas images.","2021","Magnetic resonance in medicine","https://pubmed.ncbi.nlm.nih.gov/34227163/","https://doi.org/10.1002/mrm.28908"
